node_id,tensor_id,injections,critical_failures,critical_probability,ci_low,ci_high,mean_severity,activation_bytes,exposure_ratio,risk
161,367,8,4,0.5,0.21521252682444186,0.7847874731755582,0.5,1200,8.867763904653802e-06,0.4500008867763905
167,373,8,3,0.375,0.13684175946152105,0.6942621454161981,0.375,4800,3.547105561861521e-05,0.3375035471055619
155,360,8,3,0.375,0.13684175946152105,0.6942621454161981,0.375,1200,8.867763904653802e-06,0.3375008867763905
8,201,8,1,0.125,0.02241690886329617,0.4708948057698615,0.12500061913319782,3276800,0.024214907302307985,0.11492164551353026
70,269,8,1,0.125,0.02241690886329617,0.4708948057698615,0.12500004321981775,2457600,0.018161180476730987,0.11431612885262754
83,284,8,1,0.125,0.02241690886329617,0.4708948057698615,0.12500003900175632,2457600,0.018161180476730987,0.11431612779811218
84,285,8,1,0.125,0.02241690886329617,0.4708948057698615,0.12516040174254817,1638400,0.012107453651153992,0.11375084580075244
3,195,8,1,0.125,0.02241690886329617,0.4708948057698615,0.1250032061994983,1638400,0.012107453651153992,0.11371154691498997
9,202,8,1,0.125,0.02241690886329617,0.4708948057698615,0.12500048645355427,1638400,0.012107453651153992,0.11371086697850397
93,297,8,1,0.125,0.02241690886329617,0.4708948057698615,0.125,1638400,0.012107453651153992,0.1137107453651154
101,303,8,1,0.125,0.02241690886329617,0.4708948057698615,0.1250000212026877,1228800,0.009080590238365494,0.11340806432450846
16,210,8,1,0.125,0.02241690886329617,0.4708948057698615,0.1250424732980511,819200,0.006053726825576996,0.11311599100707048
17,211,8,1,0.125,0.02241690886329617,0.4708948057698615,0.12500497214626902,819200,0.006053726825576996,0.11310661571912495
25,220,8,1,0.125,0.02241690886329617,0.4708948057698615,0.12500743099338327,409600,0.003026863412788498,0.11280454408962466
117,322,8,1,0.125,0.02241690886329617,0.4708948057698615,0.12500133222780738,409600,0.003026863412788498,0.11280301939823069
85,286,8,1,0.125,0.02241690886329617,0.4708948057698615,0.12500063759562352,409600,0.003026863412788498,0.11280284574018473
96,298,8,1,0.125,0.02241690886329617,0.4708948057698615,0.12500029056263637,409600,0.003026863412788498,0.11280275898193794
110,313,8,1,0.125,0.02241690886329617,0.4708948057698615,0.1250000932595589,409600,0.003026863412788498,0.11280270965616858
112,317,8,1,0.125,0.02241690886329617,0.4708948057698615,0.125,409600,0.003026863412788498,0.11280268634127885
116,319,8,1,0.125,0.02241690886329617,0.4708948057698615,0.125,409600,0.003026863412788498,0.11280268634127885
