repeat,spearman_vs_full,highest_risk_node,top5_jaccard_vs_full,top5_overlap_vs_full,top10_jaccard_vs_full,top10_overlap_vs_full,top20_jaccard_vs_full,top20_overlap_vs_full
164,0.8252831567409573,0,0.42857142857142855,0.6,0.6666666666666666,0.8,0.6,0.75
165,0.8286445012787724,0,0.42857142857142855,0.6,0.3333333333333333,0.5,0.5384615384615384,0.7
166,0.7710266715381805,0,0.42857142857142855,0.6,0.42857142857142855,0.6,0.6,0.75
167,0.7757033248081842,0,0.42857142857142855,0.6,0.42857142857142855,0.6,0.5384615384615384,0.7
168,0.839422725611984,0,0.25,0.4,0.5384615384615384,0.7,0.6,0.75
169,0.8225429302155647,0,0.42857142857142855,0.6,0.42857142857142855,0.6,0.6666666666666666,0.8
170,0.8602119108512972,0,0.25,0.4,1.0,1.0,0.6666666666666666,0.8
171,0.7781512605042017,0,0.6666666666666666,0.8,0.5384615384615384,0.7,0.6,0.75
172,0.8017902813299232,0,0.42857142857142855,0.6,0.42857142857142855,0.6,0.6,0.75
173,0.8023748629886738,0,0.25,0.4,0.42857142857142855,0.6,0.6,0.75
174,0.7236390208257217,0,0.42857142857142855,0.6,0.5384615384615384,0.7,0.48148148148148145,0.65
175,0.8527950310559007,0,1.0,1.0,0.5384615384615384,0.7,0.5384615384615384,0.7
176,0.8110705151625869,0,0.6666666666666666,0.8,0.42857142857142855,0.6,0.5384615384615384,0.7
177,0.8444282060650349,46,0.6666666666666666,0.8,0.5384615384615384,0.7,0.48148148148148145,0.65
178,0.834892217756668,0,1.0,1.0,0.42857142857142855,0.6,0.6666666666666666,0.8
179,0.7717939349652906,0,0.42857142857142855,0.6,0.42857142857142855,0.6,0.5384615384615384,0.7
180,0.8229082937522835,0,0.1111111111111111,0.2,0.42857142857142855,0.6,0.5384615384615384,0.7
181,0.7363536719035441,0,0.6666666666666666,0.8,0.6666666666666666,0.8,0.5384615384615384,0.7
182,0.837120935330654,0,0.25,0.4,0.3333333333333333,0.5,0.6,0.75
183,0.7926196565582755,0,0.25,0.4,0.6666666666666666,0.8,0.6666666666666666,0.8
184,0.7997807818779686,0,0.42857142857142855,0.6,0.42857142857142855,0.6,0.5384615384615384,0.7
185,0.8750456704420899,0,0.42857142857142855,0.6,0.5384615384615384,0.7,0.6,0.75
186,0.8967482645232007,0,0.42857142857142855,0.6,0.5384615384615384,0.7,0.6666666666666666,0.8
187,0.8620387285348922,0,0.42857142857142855,0.6,0.3333333333333333,0.5,0.5384615384615384,0.7
188,0.8075630252100842,0,0.6666666666666666,0.8,0.6666666666666666,0.8,0.6,0.75
189,0.8007672634271101,0,0.42857142857142855,0.6,0.42857142857142855,0.6,0.48148148148148145,0.65
190,0.811728169528681,0,0.42857142857142855,0.6,0.6666666666666666,0.8,0.6,0.75
191,0.8582024113993425,0,0.42857142857142855,0.6,0.6666666666666666,0.8,0.6666666666666666,0.8
192,0.8726342710997443,0,0.25,0.4,0.5384615384615384,0.7,0.5384615384615384,0.7
193,0.8457435147972234,0,0.25,0.4,0.5384615384615384,0.7,0.5384615384615384,0.7
194,0.7661308001461455,0,0.25,0.4,0.3333333333333333,0.5,0.48148148148148145,0.65
195,0.8515893313847279,58,0.25,0.4,0.3333333333333333,0.5,0.6,0.75
196,0.7852393131165512,0,0.42857142857142855,0.6,0.5384615384615384,0.7,0.6666666666666666,0.8
197,0.782206795761783,0,0.25,0.4,0.5384615384615384,0.7,0.5384615384615384,0.7
198,0.8348556814029959,0,0.6666666666666666,0.8,0.3333333333333333,0.5,0.6,0.75
199,0.8123492875411035,0,0.25,0.4,0.42857142857142855,0.6,0.6,0.75
200,0.8383266350018269,0,0.25,0.4,0.3333333333333333,0.5,0.5384615384615384,0.7
201,0.8241139934234565,0,0.42857142857142855,0.6,0.5384615384615384,0.7,0.7391304347826086,0.85
202,0.8621118012422362,0,0.6666666666666666,0.8,0.42857142857142855,0.6,0.6,0.75
203,0.7521739130434784,0,0.42857142857142855,0.6,0.42857142857142855,0.6,0.5384615384615384,0.7
