repeat,spearman_vs_full,highest_risk_node,top5_jaccard_vs_full,top5_overlap_vs_full,top10_jaccard_vs_full,top10_overlap_vs_full,top20_jaccard_vs_full,top20_overlap_vs_full
22,0.8602988501535775,44,0.1111111111111111,0.2,0.42857142857142855,0.6,0.6666666666666666,0.8
23,0.8557092347994943,44,0.25,0.4,0.25,0.4,0.6,0.75
24,0.8686207338743657,44,0.25,0.4,0.25,0.4,0.3793103448275862,0.55
25,0.8943435860797139,44,0.42857142857142855,0.6,0.25,0.4,0.6,0.75
26,0.9138842581567039,58,0.25,0.4,0.42857142857142855,0.6,0.3793103448275862,0.55
27,0.8517156099437595,167,0.42857142857142855,0.6,0.3333333333333333,0.5,0.42857142857142855,0.6
28,0.8702914613369483,44,0.42857142857142855,0.6,0.3333333333333333,0.5,0.6,0.75
29,0.8246908604612821,157,0.25,0.4,0.42857142857142855,0.6,0.42857142857142855,0.6
30,0.8781663521839755,157,0.25,0.4,0.42857142857142855,0.6,0.42857142857142855,0.6
31,0.8597614816714604,94,0.42857142857142855,0.6,0.3333333333333333,0.5,0.2903225806451613,0.45
32,0.8792704001563254,44,0.25,0.4,0.25,0.4,0.25,0.4
33,0.857731694359463,44,0.6666666666666666,0.8,0.3333333333333333,0.5,0.48148148148148145,0.65
34,0.8942825214794732,44,0.42857142857142855,0.6,0.3333333333333333,0.5,0.3333333333333333,0.5
35,0.8832933360201758,167,0.42857142857142855,0.6,0.3333333333333333,0.5,0.42857142857142855,0.6
36,0.8480834875214491,44,0.42857142857142855,0.6,0.42857142857142855,0.6,0.42857142857142855,0.6
37,0.8900763918149011,44,0.42857142857142855,0.6,0.42857142857142855,0.6,0.48148148148148145,0.65
38,0.904004005837776,44,0.42857142857142855,0.6,0.42857142857142855,0.6,0.48148148148148145,0.65
39,0.8162712733801089,42,0.1111111111111111,0.2,0.25,0.4,0.42857142857142855,0.6
40,0.824561403508772,44,0.25,0.4,0.3333333333333333,0.5,0.5384615384615384,0.7
41,0.8185575320131168,44,0.1111111111111111,0.2,0.25,0.4,0.3333333333333333,0.5
42,0.8293879495117886,44,0.42857142857142855,0.6,0.42857142857142855,0.6,0.48148148148148145,0.65
43,0.9138354064765116,80,0.1111111111111111,0.2,0.17647058823529413,0.3,0.3793103448275862,0.55
44,0.9091847265221878,157,0.6666666666666666,0.8,0.25,0.4,0.3333333333333333,0.5
45,0.8968374643535397,66,0.42857142857142855,0.6,0.3333333333333333,0.5,0.6,0.75
46,0.846070798297519,44,0.42857142857142855,0.6,0.5384615384615384,0.7,0.6,0.75
47,0.8095810357777493,44,0.42857142857142855,0.6,0.42857142857142855,0.6,0.5384615384615384,0.7
48,0.8333498207753983,44,0.42857142857142855,0.6,0.3333333333333333,0.5,0.3793103448275862,0.55
49,0.8658508436074523,157,0.42857142857142855,0.6,0.42857142857142855,0.6,0.48148148148148145,0.65
50,0.8894486477244278,157,0.6666666666666666,0.8,0.42857142857142855,0.6,0.42857142857142855,0.6
51,0.8776582947099737,44,0.42857142857142855,0.6,0.42857142857142855,0.6,0.48148148148148145,0.65
52,0.7973681157296304,44,0.42857142857142855,0.6,0.42857142857142855,0.6,0.48148148148148145,0.65
53,0.8360293354339555,44,0.42857142857142855,0.6,0.3333333333333333,0.5,0.42857142857142855,0.6
54,0.8580565580327428,44,0.6666666666666666,0.8,0.42857142857142855,0.6,0.5384615384615384,0.7
55,0.8406458192121447,44,0.42857142857142855,0.6,0.42857142857142855,0.6,0.42857142857142855,0.6
56,0.848032193257247,44,0.6666666666666666,0.8,0.42857142857142855,0.6,0.5384615384615384,0.7
57,0.9070841042739115,25,0.1111111111111111,0.2,0.42857142857142855,0.6,0.3793103448275862,0.55
58,0.8852669438999518,98,0.42857142857142855,0.6,0.3333333333333333,0.5,0.42857142857142855,0.6
59,0.8680784802242292,44,0.42857142857142855,0.6,0.25,0.4,0.5384615384615384,0.7
60,0.8223435372280337,44,0.42857142857142855,0.6,0.3333333333333333,0.5,0.5384615384615384,0.7
61,0.8921867843992161,44,0.42857142857142855,0.6,0.25,0.4,0.48148148148148145,0.65
62,0.8563247659699197,44,0.25,0.4,0.3333333333333333,0.5,0.6,0.75
63,0.8605162401304342,44,0.1111111111111111,0.2,0.42857142857142855,0.6,0.3333333333333333,0.5
64,0.8500448824811768,167,0.42857142857142855,0.6,0.42857142857142855,0.6,0.6666666666666666,0.8
65,0.8579075604081559,44,0.42857142857142855,0.6,0.5384615384615384,0.7,0.6,0.75
66,0.8460878963855863,44,0.42857142857142855,0.6,0.42857142857142855,0.6,0.42857142857142855,0.6
67,0.9291601785528913,157,0.42857142857142855,0.6,0.3333333333333333,0.5,0.48148148148148145,0.65
68,0.8670770207802836,150,0.42857142857142855,0.6,0.25,0.4,0.3793103448275862,0.55
69,0.8961364427427777,25,0.25,0.4,0.42857142857142855,0.6,0.42857142857142855,0.6
70,0.9085789656878012,44,0.42857142857142855,0.6,0.3333333333333333,0.5,0.5384615384615384,0.7
71,0.9179096366045641,18,0.6666666666666666,0.8,0.42857142857142855,0.6,0.3793103448275862,0.55
72,0.8692606908848872,44,0.25,0.4,0.25,0.4,0.42857142857142855,0.6
73,0.82184769267408,157,0.6666666666666666,0.8,0.5384615384615384,0.7,0.48148148148148145,0.65
74,0.8881907169594714,44,0.25,0.4,0.3333333333333333,0.5,0.5384615384615384,0.7
75,0.8610389531084934,44,0.42857142857142855,0.6,0.42857142857142855,0.6,0.5384615384615384,0.7
76,0.9232906491777653,44,0.42857142857142855,0.6,0.5384615384615384,0.7,0.7391304347826086,0.85
77,0.8793656609327007,44,0.25,0.4,0.25,0.4,0.5384615384615384,0.7
78,0.9049199748413848,44,0.25,0.4,0.25,0.4,0.42857142857142855,0.6
79,0.883532709253119,44,0.42857142857142855,0.6,0.3333333333333333,0.5,0.48148148148148145,0.65
80,0.8633423098295688,4,0.25,0.4,0.42857142857142855,0.6,0.3793103448275862,0.55
81,0.8684888343378461,18,0.25,0.4,0.3333333333333333,0.5,0.48148148148148145,0.65
82,0.9163024163262316,44,0.42857142857142855,0.6,0.25,0.4,0.3793103448275862,0.55
83,0.8326610120846845,44,0.25,0.4,0.5384615384615384,0.7,0.5384615384615384,0.7
84,0.863640305078743,157,0.42857142857142855,0.6,0.42857142857142855,0.6,0.5384615384615384,0.7
85,0.8415080513675417,44,0.25,0.4,0.3333333333333333,0.5,0.48148148148148145,0.65
86,0.8579637398403773,44,0.6666666666666666,0.8,0.5384615384615384,0.7,0.42857142857142855,0.6
87,0.8589407734442267,44,0.42857142857142855,0.6,0.42857142857142855,0.6,0.48148148148148145,0.65
88,0.9051740035783856,44,0.42857142857142855,0.6,0.3333333333333333,0.5,0.3793103448275862,0.55
89,0.8658532861914621,80,0.42857142857142855,0.6,0.5384615384615384,0.7,0.6,0.75
90,0.8981686726387846,44,0.42857142857142855,0.6,0.5384615384615384,0.7,0.2903225806451613,0.45
91,0.8817447377580743,44,0.25,0.4,0.42857142857142855,0.6,0.48148148148148145,0.65
92,0.8659973986480298,44,0.1111111111111111,0.2,0.25,0.4,0.48148148148148145,0.65
93,0.9069522047373917,44,0.42857142857142855,0.6,0.25,0.4,0.3333333333333333,0.5
94,0.8383155940669635,44,0.42857142857142855,0.6,0.25,0.4,0.5384615384615384,0.7
95,0.8882884203198564,66,0.1111111111111111,0.2,0.25,0.4,0.5384615384615384,0.7
96,0.8983396535194583,18,0.25,0.4,0.25,0.4,0.42857142857142855,0.6
97,0.882514151721106,44,0.42857142857142855,0.6,0.3333333333333333,0.5,0.6,0.75
98,0.9163414976703854,44,0.6666666666666666,0.8,0.42857142857142855,0.6,0.5384615384615384,0.7
99,0.8759704691593238,18,0.25,0.4,0.42857142857142855,0.6,0.5384615384615384,0.7
100,0.8728048802828512,44,0.6666666666666666,0.8,0.42857142857142855,0.6,0.42857142857142855,0.6
101,0.9038476804611599,44,0.42857142857142855,0.6,0.25,0.4,0.42857142857142855,0.6
102,0.8947343995212538,157,0.42857142857142855,0.6,0.17647058823529413,0.3,0.3793103448275862,0.55
103,0.851940327672645,44,0.42857142857142855,0.6,0.42857142857142855,0.6,0.3333333333333333,0.5
104,0.8475534467913606,44,0.42857142857142855,0.6,0.25,0.4,0.42857142857142855,0.6
105,0.8533643541502556,44,0.6666666666666666,0.8,0.3333333333333333,0.5,0.42857142857142855,0.6
106,0.7751210605699771,44,0.25,0.4,0.42857142857142855,0.6,0.42857142857142855,0.6
107,0.8848736878744023,157,0.25,0.4,0.3333333333333333,0.5,0.42857142857142855,0.6
108,0.8919425259982535,167,0.6666666666666666,0.8,0.42857142857142855,0.6,0.5384615384615384,0.7
109,0.8558215936639372,44,0.42857142857142855,0.6,0.3333333333333333,0.5,0.48148148148148145,0.65
110,0.8399252569293056,167,0.25,0.4,0.3333333333333333,0.5,0.5384615384615384,0.7
111,0.8556359572792057,44,0.42857142857142855,0.6,0.25,0.4,0.42857142857142855,0.6
112,0.8513809759344411,138,0.42857142857142855,0.6,0.6666666666666666,0.8,0.5384615384615384,0.7
113,0.890181422927315,44,0.42857142857142855,0.6,0.25,0.4,0.6,0.75
114,0.8296761744249241,44,0.42857142857142855,0.6,0.3333333333333333,0.5,0.42857142857142855,0.6
115,0.853044375644995,42,0.25,0.4,0.3333333333333333,0.5,0.5384615384615384,0.7
116,0.8834521039808013,44,0.6666666666666666,0.8,0.42857142857142855,0.6,0.42857142857142855,0.6
117,0.8277880569854851,44,0.42857142857142855,0.6,0.5384615384615384,0.7,0.6666666666666666,0.8
118,0.8499618346248499,44,0.25,0.4,0.3333333333333333,0.5,0.48148148148148145,0.65
119,0.8800886657995495,44,0.6666666666666666,0.8,0.25,0.4,0.42857142857142855,0.6
120,0.8498323776723398,44,0.42857142857142855,0.6,0.3333333333333333,0.5,0.48148148148148145,0.65
121,0.8215496974249058,44,0.42857142857142855,0.6,0.5384615384615384,0.7,0.48148148148148145,0.65
122,0.9052717069387706,44,0.6666666666666666,0.8,0.42857142857142855,0.6,0.42857142857142855,0.6
123,0.9116297531158213,44,0.42857142857142855,0.6,0.3333333333333333,0.5,0.42857142857142855,0.6
124,0.8572505053095671,157,0.42857142857142855,0.6,0.42857142857142855,0.6,0.48148148148148145,0.65
125,0.8951716220589762,44,0.25,0.4,0.3333333333333333,0.5,0.48148148148148145,0.65
126,0.8673554753573807,44,0.25,0.4,0.42857142857142855,0.6,0.48148148148148145,0.65
127,0.8907871837617016,157,0.42857142857142855,0.6,0.3333333333333333,0.5,0.3793103448275862,0.55
128,0.8810168477232064,44,0.25,0.4,0.42857142857142855,0.6,0.5384615384615384,0.7
129,0.8853035826600961,18,0.1111111111111111,0.2,0.25,0.4,0.3793103448275862,0.55
130,0.8782762684644085,43,0.42857142857142855,0.6,0.42857142857142855,0.6,0.48148148148148145,0.65
131,0.8934007486519989,167,0.42857142857142855,0.6,0.3333333333333333,0.5,0.42857142857142855,0.6
132,0.879299711164441,44,0.42857142857142855,0.6,0.42857142857142855,0.6,0.3333333333333333,0.5
133,0.874346150792924,44,0.42857142857142855,0.6,0.3333333333333333,0.5,0.5384615384615384,0.7
134,0.8443707598268209,167,0.42857142857142855,0.6,0.5384615384615384,0.7,0.48148148148148145,0.65
135,0.85989338120798,44,0.25,0.4,0.3333333333333333,0.5,0.6,0.75
136,0.8579100029921656,156,0.25,0.4,0.25,0.4,0.3333333333333333,0.5
137,0.8425168385635163,87,0.42857142857142855,0.6,0.25,0.4,0.5384615384615384,0.7
138,0.8991652469147111,18,0.6666666666666666,0.8,0.25,0.4,0.3333333333333333,0.5
139,0.8663515733294254,44,0.6666666666666666,0.8,0.42857142857142855,0.6,0.5384615384615384,0.7
140,0.9368982846953794,60,0.25,0.4,0.3333333333333333,0.5,0.42857142857142855,0.6
141,0.9085838508558204,44,0.25,0.4,0.1111111111111111,0.2,0.3333333333333333,0.5
142,0.8742191364244234,44,0.25,0.4,0.25,0.4,0.3793103448275862,0.55
143,0.7862690139899,44,0.25,0.4,0.5384615384615384,0.7,0.48148148148148145,0.65
144,0.876695916610182,157,0.25,0.4,0.42857142857142855,0.6,0.42857142857142855,0.6
145,0.89157613839681,157,0.25,0.4,0.3333333333333333,0.5,0.5384615384615384,0.7
146,0.883693919797754,44,0.25,0.4,0.42857142857142855,0.6,0.48148148148148145,0.65
147,0.8584888954024464,44,0.42857142857142855,0.6,0.3333333333333333,0.5,0.3333333333333333,0.5
148,0.9000934288383683,157,0.42857142857142855,0.6,0.42857142857142855,0.6,0.48148148148148145,0.65
149,0.8423336447627947,44,0.25,0.4,0.3333333333333333,0.5,0.3793103448275862,0.55
150,0.9008188762892263,44,0.42857142857142855,0.6,0.3333333333333333,0.5,0.48148148148148145,0.65
151,0.8478709827126119,44,0.25,0.4,0.42857142857142855,0.6,0.5384615384615384,0.7
152,0.8584107327141384,157,0.25,0.4,0.3333333333333333,0.5,0.3793103448275862,0.55
153,0.9063928529991879,165,0.25,0.4,0.17647058823529413,0.3,0.48148148148148145,0.65
154,0.8278051550735523,142,0.42857142857142855,0.6,0.3333333333333333,0.5,0.42857142857142855,0.6
155,0.8984691104719683,138,0.25,0.4,0.3333333333333333,0.5,0.5384615384615384,0.7
156,0.8714907700856738,44,0.25,0.4,0.25,0.4,0.3793103448275862,0.55
157,0.821886774018234,44,0.25,0.4,0.17647058823529413,0.3,0.3333333333333333,0.5
158,0.8485402507312486,4,0.42857142857142855,0.6,0.5384615384615384,0.7,0.5384615384615384,0.7
159,0.9262315203253523,44,0.42857142857142855,0.6,0.42857142857142855,0.6,0.5384615384615384,0.7
160,0.8517693467919715,157,0.42857142857142855,0.6,0.25,0.4,0.48148148148148145,0.65
161,0.9135520667313953,167,0.25,0.4,0.42857142857142855,0.6,0.5384615384615384,0.7
162,0.8446101330597641,157,0.25,0.4,0.42857142857142855,0.6,0.3793103448275862,0.55
163,0.8792606298202869,48,0.42857142857142855,0.6,0.3333333333333333,0.5,0.3333333333333333,0.5
164,0.8705723584980553,157,0.25,0.4,0.5384615384615384,0.7,0.42857142857142855,0.6
165,0.85820555565733,25,0.25,0.4,0.3333333333333333,0.5,0.6,0.75
166,0.8108707201348309,44,0.25,0.4,0.25,0.4,0.3333333333333333,0.5
167,0.9144802486550523,44,0.6666666666666666,0.8,0.5384615384615384,0.7,0.5384615384615384,0.7
168,0.8273996861279549,157,0.42857142857142855,0.6,0.5384615384615384,0.7,0.6,0.75
169,0.8803720055446659,157,0.6666666666666666,0.8,0.25,0.4,0.25,0.4
170,0.8505285141150823,44,0.42857142857142855,0.6,0.42857142857142855,0.6,0.48148148148148145,0.65
171,0.8887793797057908,44,0.42857142857142855,0.6,0.25,0.4,0.48148148148148145,0.65
172,0.8379980581457125,44,0.25,0.4,0.6666666666666666,0.8,0.6,0.75
173,0.881246450620111,44,0.42857142857142855,0.6,0.42857142857142855,0.6,0.42857142857142855,0.6
174,0.888881968234195,44,0.25,0.4,0.42857142857142855,0.6,0.42857142857142855,0.6
175,0.8714468035735006,44,0.42857142857142855,0.6,0.3333333333333333,0.5,0.42857142857142855,0.6
176,0.8498714590164936,44,0.6666666666666666,0.8,0.42857142857142855,0.6,0.6,0.75
177,0.8165375150371579,44,0.25,0.4,0.25,0.4,0.3793103448275862,0.55
178,0.8973088830673971,44,0.25,0.4,0.1111111111111111,0.2,0.3793103448275862,0.55
179,0.8813490391485154,44,0.42857142857142855,0.6,0.25,0.4,0.48148148148148145,0.65
180,0.8764125768650656,157,0.42857142857142855,0.6,0.25,0.4,0.3333333333333333,0.5
181,0.8778683569348015,157,0.42857142857142855,0.6,0.5384615384615384,0.7,0.6666666666666666,0.8
182,0.9082272335904154,44,0.1111111111111111,0.2,0.17647058823529413,0.3,0.3793103448275862,0.55
183,0.8991554765786727,165,0.25,0.4,0.3333333333333333,0.5,0.6,0.75
184,0.8633325394935302,44,0.42857142857142855,0.6,0.3333333333333333,0.5,0.3793103448275862,0.55
185,0.8329638925018777,44,0.25,0.4,0.25,0.4,0.3793103448275862,0.55
186,0.8441020755857623,44,0.42857142857142855,0.6,0.3333333333333333,0.5,0.6666666666666666,0.8
187,0.874456067073357,94,0.25,0.4,0.3333333333333333,0.5,0.5384615384615384,0.7
188,0.8638039582073878,138,0.25,0.4,0.3333333333333333,0.5,0.48148148148148145,0.65
189,0.8492290594219626,44,0.42857142857142855,0.6,0.3333333333333333,0.5,0.48148148148148145,0.65
190,0.9161436483656062,157,0.42857142857142855,0.6,0.25,0.4,0.3793103448275862,0.55
191,0.8904940736805468,157,0.25,0.4,0.6666666666666666,0.8,0.5384615384615384,0.7
192,0.8536330383913143,157,0.6666666666666666,0.8,0.42857142857142855,0.6,0.6,0.75
193,0.90443145803946,44,0.25,0.4,0.25,0.4,0.48148148148148145,0.65
194,0.8691458894364349,102,0.42857142857142855,0.6,0.42857142857142855,0.6,0.5384615384615384,0.7
195,0.925525613546571,66,0.25,0.4,0.25,0.4,0.3793103448275862,0.55
196,0.8847564438419405,44,0.25,0.4,0.42857142857142855,0.6,0.5384615384615384,0.7
197,0.889343616612014,165,0.42857142857142855,0.6,0.42857142857142855,0.6,0.42857142857142855,0.6
198,0.9089404681212256,157,0.42857142857142855,0.6,0.42857142857142855,0.6,0.6,0.75
199,0.8837623121500237,44,0.25,0.4,0.42857142857142855,0.6,0.5384615384615384,0.7
