latency_budget_ms,peak_memory_budget_bytes,method,selected_count,risk_reduction,risk_reduction_std,residual_failure_probability,mitigation_ratio,used_latency_ms,used_peak_extra_memory_bytes
8.0,4194304,greedy,26,0.007275630793605752,0.0,0.017165034998108203,0.29768545814625014,7.937411988868645,3276800
8.0,4194304,topk_dmr_compare_rerun,19,0.006452591456205071,0.0,0.017988074335508884,0.2640104615477649,7.9942929347334335,3276800
8.0,4194304,random_dmr_mean,13,0.0036017032757519863,0.0009907019562376447,0.02083896251596197,0.14736518662977915,7.997797703832069,1638400
16.0,4194304,ilp,31,0.009495527691070756,0.0,0.014945138100643199,0.38851346243971785,15.731859161547636,3276800
16.0,4194304,greedy,31,0.009495527691070753,0.0,0.014945138100643202,0.3885134624397177,15.731859161547638,3276800
16.0,4194304,topk_dmr_compare_rerun,23,0.00933997233257662,0.0,0.015100693459137336,0.3821488502879951,15.99761496222878,3276800
16.0,4194304,random_dmr_mean,14,0.0065627992870317805,0.0009415075048212855,0.017877866504682174,0.2685196607555898,15.998416332342273,3276800
24.0,4194304,ilp,35,0.010964620577941734,0.0,0.013476045213772221,0.44862200855669965,23.922513284929874,3276800
24.0,4194304,greedy,35,0.010819780434165722,0.0,0.013620885357548233,0.4426958138691099,22.971154987343553,3276800
24.0,4194304,topk_dmr_compare_rerun,30,0.010768236556469923,0.0,0.013672429235244032,0.4405868746881947,23.988190640600784,3276800
24.0,4194304,random_dmr_mean,26,0.009174235672649453,0.0007919681827072832,0.015266430119064502,0.3753676659561282,23.98891895653652,3276800
32.0,4194304,ilp,40,0.01195485421396141,0.0,0.012485811577752545,0.4891378293800175,31.25636826377213,3276800
32.0,4194304,greedy,40,0.011954854213961407,0.0,0.012485811577752548,0.4891378293800173,31.256368263772128,3276800
32.0,4194304,topk_dmr_compare_rerun,40,0.011954854213961407,0.0,0.012485811577752548,0.4891378293800173,31.25636826377213,3276800
32.0,4194304,random_dmr_mean,40,0.011515862951664773,0.00041449182312354444,0.012924802840049182,0.4711763194097994,31.63651001491499,3276800
